Name,Year,Global_Sales
Slayers,1994.0,0.12
IndyCar Series,2003.0,0.12
Space Chimps,2008.0,0.12
PixelJunk Monsters Deluxe,2010.0,0.12
Ultimate Card Games,2003.0,0.12
Lost Magic,2006.0,0.12
DreamWorks Super Star Kartz,2011.0,0.12
Minute to Win It,2010.0,0.12
The Bible Game,2005.0,0.12
NFL Head Coach,2006.0,0.12
Fit in Six,2011.0,0.12
Akuji the Heartless,1998.0,0.12
Everybody Dance,2011.0,0.12
Psychonauts,2005.0,0.12
Jeremy McGrath Supercross World,2002.0,0.12
ArmA III,2013.0,0.12
Marvel Trading Card Game,2007.0,0.12
Battles of Prince of Persia,2005.0,0.12
Deca Sports Extreme,2011.0,0.12
Battle Arena Toshinden Remix,1994.0,0.12
Legends of Wrestling II,2002.0,0.12
Rodea the Sky Soldier,2015.0,0.12
Sniper Elite,2010.0,0.12
Etrian Odyssey V,2016.0,0.12
Barbie as The Island Princess,2007.0,0.12
Crime Killer,1998.0,0.12
Dementium II,2010.0,0.12
USA Today Crossword Challenge,2008.0,0.12
Yakuza Kiwami,2016.0,0.12
Raiden IV,2008.0,0.12
DreamWorks Super Star Kartz,2011.0,0.12
Nightshade,2003.0,0.12
NFL Tour,2008.0,0.12
Ridge Racer Unbounded,2012.0,0.12
Makai Shin Trillion,2014.0,0.12
Lost Horizon,2010.0,0.12
Hanagumi Taisen Columns,1997.0,0.12
Get Up and Dance,2011.0,0.12
Tokyo Twilight Ghost Hunters,2014.0,0.12
Deadpool,2015.0,0.12
UN Squadron,1991.0,0.12
Tecmo Super Bowl,1996.0,0.12
TMNT,2007.0,0.12
Thousand Arms,1998.0,0.12
Arctic Thunder,2001.0,0.12
Barnyard,2006.0,0.12
Stolen Song,1998.0,0.12
Darkspore,2011.0,0.12
Dawn of Discovery,2009.0,0.12
Brunswick Pro Bowling,2011.0,0.12
Center Ring Boxing,1994.0,0.12
Hasbro Family Game Night Fun Pack,2011.0,0.12
FIFA Soccer,2005.0,0.12
Dead Island Definitive Collection,2016.0,0.12
Sphinx and the Cursed Mummy,2003.0,0.12
Yakuza,2012.0,0.11
Hollywood Squares,2010.0,0.11
SplashDown,2002.0,0.11
Stronghold,2001.0,0.11
Smash Cars,2003.0,0.11
Nickelodeon Dance,2011.0,0.11
Mechanic Master,2008.0,0.11
Dokapon Kingdom,2007.0,0.11
Phantasy Star Collection,2002.0,0.11
Final Fantasy III,2012.0,0.11
Retro Game Challenge,2007.0,0.11
Every Extend Extra,2006.0,0.11
Shining Force NEO,2005.0,0.11
SingStar Latino,2009.0,0.11
Girl Time,2009.0,0.11
Ultimate Mortal Kombat,2007.0,0.11
Primal Rage,1994.0,0.11
DiRT Rally,2016.0,0.11
Taito Legends,2005.0,0.11
BoomBots,1999.0,0.11
Life is Strange,2016.0,0.11
World Championship Rugby,2004.0,0.11
Phantom Dust,2004.0,0.11
Growlanser Generations,2003.0,0.11
Mega Man Battle Chip Challenge,2003.0,0.11
Desktop Tower Defense,2009.0,0.11
Puyo Puyo Tetris,2014.0,0.11
The Settlers,2007.0,0.11
Grease,2010.0,0.11
My SAT Coach with The Princeton Review,2008.0,0.11
Family Fun Football,2009.0,0.11
Ring of Red,2000.0,0.11
Cold Winter,2005.0,0.11
Stubbs the Zombie in Rebel Without a Pulse,2005.0,0.11
Ping Pals,2004.0,0.11
MySims SkyHeroes,2010.0,0.11
Blood Drive,2010.0,0.11
The King of Fighters XII,2009.0,0.11
Digimon World DS,2006.0,0.11
Naruto Ultimate Collection,2008.0,0.11
Mass Destruction,1997.0,0.11
Bodycount,2011.0,0.11
Spy vs Spy,2005.0,0.11
Coraline,2009.0,0.11
Sega Touring Car Championship,1996.0,0.11
Cake Mania,2007.0,0.11
Cold Fear,2005.0,0.11
Zangeki no Reginleiv,2010.0,0.11
Stronghold Kingdoms,2011.0,0.11
Fabulous Finds,2009.0,0.11
Vacation Sports,2009.0,0.11
Pimp My Ride,2008.0,0.11
Open Season,2006.0,0.11
WireWay,2009.0,0.11
Gun Metal,2002.0,0.11
Just In Time Translations,2009.0,0.11
BloodRayne,2002.0,0.11
ECW Anarchy Rulz,1999.0,0.11
Funky Barn,2012.0,0.11
Pocket Pets,2007.0,0.11
Home Run King,2002.0,0.11
Where the Wild Things Are,2009.0,0.11
Lost in Blue,2005.0,0.11
WWE All Stars,2011.0,0.11
MLB Power Pros,2007.0,0.11
Truth or Lies,2010.0,0.11
AirForce Delta Strike,2004.0,0.11
Hot Wheels Velocity X,2002.0,0.11
Spyborgs,2009.0,0.11
Happy Feet Two,2011.0,0.11
Space Chimps,2008.0,0.11
The Spiderwick Chronicles,2008.0,0.11
Project CARS,2015.0,0.11
Eragon,2006.0,0.11
Guitar Rock Tour,2007.0,0.11
ESPN NHL Hockey,2003.0,0.11
Monster Lab,2008.0,0.11
XXX,2002.0,0.11
Machinarium,2009.0,0.11
Maximum Force,1997.0,0.11
ATV Quad Kings,2010.0,0.11
DualPenSports,2011.0,0.11
HOP,2011.0,0.11
Odama,2006.0,0.11
Karaoke Revolution Presents American Idol Encore,2008.0,0.11
Soma Bringer,2008.0,0.11
EA Replay,2006.0,0.11
Bionicle Heroes,2006.0,0.11
Puss in Boots,2011.0,0.11
Lunacy,1996.0,0.11
Tonic Trouble,1999.0,0.11
Chameleon Twist,1997.0,0.11
Chopper Attack,1997.0,0.11
Street Fighter Collection,1996.0,0.11
Ninja Assault,2002.0,0.11
Tales of Berseria,2016.0,0.11
GunGriffon Blaze,2000.0,0.11
Higurashi no Naku Koro ni Matsuri,2007.0,0.11
Frontier Gate,2011.0,0.11
Breakout,1999.0,0.11
Alias,2004.0,0.11
Sakura Taisen Hanagumi Tsuushin,1997.0,0.11
Tornado Outbreak,2009.0,0.11
Pimp My Ride,2006.0,0.11
Terraria,2013.0,0.11
Classic Road,1993.0,0.11
SimAnimals Africa,2009.0,0.11
Panzer Dragoon Saga,1997.0,0.11
Sonic Generations,2011.0,0.11
Shining Ark,2013.0,0.11
Charlie and the Chocolate Factory,2005.0,0.11
Constantine,2005.0,0.11
Where the Wild Things Are,2009.0,0.11
Real World Golf,2005.0,0.11
Winter Heat,1996.0,0.11
Defender,2002.0,0.11
Deca Sports DS,2009.0,0.11
The Polar Express,2004.0,0.11
BMX XXX,2002.0,0.11
Lady Sia,2001.0,0.11
Rocky Balboa,2007.0,0.11
Rogue Warrior,2009.0,0.11
Irozuki Tingle no Koi no Balloon Trip,2009.0,0.11
Master of the Monster Lair,2007.0,0.11
Langrisser IV,1997.0,0.11
Arcade Party Pak,1999.0,0.11
Yamaha Supercross,2009.0,0.11
Hitman Trilogy,2007.0,0.11
Tetris Evolution,2007.0,0.11
Railroad Tycoon II,1999.0,0.11
Angry Birds Star Wars,2013.0,0.11
The BIGS,2007.0,0.11
Blades of Time,2012.0,0.11
My Boyfriend,2008.0,0.11
Victory Zone,1995.0,0.11
Dynasty Warriors Advance,2005.0,0.11
Science Papa,2009.0,0.11
Tournament Pool,2009.0,0.11
Aqua Aqua,2000.0,0.11
Black Bass with Blue Marlin,1999.0,0.11
Hyper Formation Soccer,1995.0,0.11
Jupiter Strike,1994.0,0.11
Sudokuro,2007.0,0.11
Saigo no Yakusoku no Monogatari,2011.0,0.11
The Book of Unwritten Tales,2009.0,0.11
Metal Gear Solid Integral,1999.0,0.11
Reign of Fire,2002.0,0.11
Rock Revolution,2008.0,0.11
Sakura Wars,2000.0,0.11
Woody Woodpecker Racing,1999.0,0.11
Final Fantasy XII International Zodiac Job System,2007.0,0.11
Fight Club,2004.0,0.11
Carnage Heart,1995.0,0.11
Total Immersion Racing,2002.0,0.11
Virtual Hydlide,1995.0,0.11
Karaoke Revolution,2009.0,0.11
Space Invaders,2002.0,0.11
Digimon Digital Card Battle,1999.0,0.11
Shovel Knight,2015.0,0.11
The First Templar,2011.0,0.11
Dead to Rights II,2005.0,0.11
Child of Light,2014.0,0.11
SingStar Guitar,2010.0,0.11
D,1995.0,0.11
Ennichi no Tatsujin,2006.0,0.1
Power Pocket Koushien,2005.0,0.1
Contact,2006.0,0.1
Princess Debut,2008.0,0.1
My First Dollhouse,2010.0,0.1
Cloudy With a Chance of Meatballs,2009.0,0.1
Top Spin,2005.0,0.1
Derby Stallion P,2006.0,0.1
Vexx,2003.0,0.1
Pariah,2005.0,0.1
Dancing on Ice,2010.0,0.1
Army Corps of Hell,2011.0,0.1
Exit DS,2008.0,0.1
The Whispered World,2009.0,0.1
Learn Chess,2009.0,0.1
Escape From Monkey Island,2001.0,0.1
The Wolf Among Us,2014.0,0.1
Miami Law,2009.0,0.1
Kidou Senshi Gundam UC,2012.0,0.1
Gretzky NHL,2005.0,0.1
Corvette Evolution GT,2008.0,0.1
PictoImage,2007.0,0.1
Syberia,2003.0,0.1
Revolution X,1995.0,0.1
Myst,2007.0,0.1
Little Battlers eXperience W,2013.0,0.1
Doko Demo Issho,2004.0,0.1
Zombie Army Trilogy,2015.0,0.1
Death By Degrees,2005.0,0.1
Vandal Hearts II,1999.0,0.1
Toaru Majutsu no Index,2011.0,0.1
ESA Game Pack,2010.0,0.1
Culdcept DS,2008.0,0.1
FIFA Street,2005.0,0.1
Truth or Lies,2010.0,0.1
Weiss Schwarz Portable,2011.0,0.1
DJ Max Fever,2009.0,0.1
Math Blaster in the Prime Adventure,2009.0,0.1
Football Director DS,2008.0,0.1
Shellshock,1995.0,0.1
Blue Stinger,1999.0,0.1
The Destiny of Zorro,2009.0,0.1
Hot Wheels Ultimate Racing,2007.0,0.1
Metal Gear Solid HD Edition,2011.0,0.1
Urban Chaos,1999.0,0.1
Draglade,2007.0,0.1
Water Sports,2009.0,0.1
Freaky Flyers,2003.0,0.1
Baten Kaitos Origins,2006.0,0.1
Dark Summit,2001.0,0.1
Flushed Away,2006.0,0.1
Hakuouki Portable,2009.0,0.1
Digimon Adventure,2013.0,0.1
The Ant Bully,2006.0,0.1
Monster Rancher EVO,2005.0,0.1
GRID Autosport,2014.0,0.1
Darius Gaiden,1995.0,0.1
Sudoku Mania,2006.0,0.1
Blades of Time,2012.0,0.1
Lord of Apocalypse,2011.0,0.1
Bejeweled Twist,2010.0,0.1
Van Helsing,2004.0,0.1
NFL Tour,2008.0,0.1
Bee Movie Game,2007.0,0.1
Bullet Witch,2006.0,0.1
USA Today Puzzle Craze,2009.0,0.1
Vanishing Point,2001.0,0.1
Dragonseeds,1998.0,0.1
Opoona,2007.0,0.1
Big League Sports,2008.0,0.1
Nodame Cantabile,2007.0,0.1
Alien Hominid,2004.0,0.1
Record of Agarest War Zero,2010.0,0.1
Flying Dragon,1997.0,0.1
Gekido,1999.0,0.1
Fifi and the Flowertots,2009.0,0.1
LEGO Rock Raiders,1999.0,0.1
Silent Scope Complete,2004.0,0.1
Ghost in the Shell,1997.0,0.1
Indigo Prophecy,2005.0,0.1
Over the Hedge,2006.0,0.1
Sneakers,2002.0,0.1
Crime Crackers,1994.0,0.1
Tales of Innocence R,2012.0,0.1
Petz Hamsterz Superstarz,2009.0,0.1
NeverDead,2012.0,0.1
Murder in Venice,2011.0,0.1
Ride,2015.0,0.1
Universal Studios Theme Parks Adventure,2001.0,0.1
Real Bout Garou Densetsu,1996.0,0.1
Project FIFA World Cup,2002.0,0.1
System Flaw,2009.0,0.1
Rio,2011.0,0.1
Lord of Apocalypse,2011.0,0.1
Horse Life Adventures,2008.0,0.1
Winter Stars,2011.0,0.1
Ultra Street Fighter IV,2015.0,0.1
Cubic Ninja,2011.0,0.1
Championship Pony,2008.0,0.1
Rise of the Tomb Raider,2016.0,0.1
Power Stone Collection,2006.0,0.1
MTX Mototrax,2004.0,0.1
Blast Chamber,1996.0,0.1
Touch Detective,2006.0,0.1
Option Tuning Car Battle,1998.0,0.1
Reign of Fire,2002.0,0.1
Descent Maximum,1997.0,0.1
Shining Force EXA,2007.0,0.1
Virtual Pro Wrestling,1996.0,0.1
Shadow Tower,1998.0,0.1
Ninja Reflex,2008.0,0.1
Red Bull BC One,2008.0,0.1
Heatseeker,2007.0,0.1
Guilty Gear Isuka,2004.0,0.1
MySims SkyHeroes,2010.0,0.1
NASCAR Unleashed,2011.0,0.1
Shadow Master,1997.0,0.1
Pro Yakyuu Famista DS,2007.0,0.1
EyeCreate,2007.0,0.1
Touch Mechanic,2008.0,0.1
Sol Trigger,2012.0,0.1
Castlevania Double Pack,2006.0,0.1
Steel Battalion,2002.0,0.1
Street Fighter Collection,1997.0,0.1
thinkSMART,2010.0,0.1
Mind Quiz,2006.0,0.1
Populous DS,2008.0,0.1
MX SuperFly featuring Ricky Carmichael,2002.0,0.1
Natural Doctrine,2014.0,0.1
MindJack,2011.0,0.1
ReCore,2016.0,0.1
NASCAR,2006.0,0.1
Shox,2002.0,0.09
Gundam Breaker,2013.0,0.09
Neo Atlas,1998.0,0.09
Darkest of Days,2009.0,0.09
Barnyard,2006.0,0.09
Dance on Broadway,2011.0,0.09
Dungeons,2011.0,0.09
Rocky,2002.0,0.09
Metal Fight Beyblade,2009.0,0.09
Robots,2005.0,0.09
Speed Kings,2003.0,0.09
Monopoly Collection,2011.0,0.09
The King of Fighters XIV,2016.0,0.09
PhotoKano,2012.0,0.09
Ouchi Mainichi Tamagotchi,2012.0,0.09
Chess,2001.0,0.09
Terranigma,1995.0,0.09
The Voice,2014.0,0.09
Forever Kingdom,2001.0,0.09
Wordmaster,2008.0,0.09
Shining Tears,2004.0,0.09
MotoGP,2002.0,0.09
Scaler,2004.0,0.09
Gradius V,2004.0,0.09
Raiden Fighters Aces,2008.0,0.09
Barbie and the Magic of Pegasus,2005.0,0.09
SD Gundam G Generation DS,2005.0,0.09
Fishing Master World Tour,2009.0,0.09
Psychonauts,2005.0,0.09
Galactic Taz Ball,2010.0,0.09
Freekstyle,2002.0,0.09
Alien Monster Bowling League,2009.0,0.09
Shockwave Assault,1995.0,0.09
echochrome,2008.0,0.09
Ribbit King,2003.0,0.09
Championship Foosball,2008.0,0.09
Alien Hominid,2004.0,0.09
Ninja Gaiden Black,2005.0,0.09
Playmobil Pirates,2009.0,0.09
Henry Hatsworth in the Puzzling Adventure,2009.0,0.09
Shin Megami Tensei,2001.0,0.09
Trivial Pursuit unhinged,2004.0,0.09
The Revenge of Shinobi,2002.0,0.09
Playmobil Circus,2009.0,0.09
Truth or Lies,2010.0,0.09
Yourself Fitness,2004.0,0.09
GripShift,2005.0,0.09
Jenga World Tour,2007.0,0.09
Get Fit with Mel B,2010.0,0.09
Resident Evil Chronicles HD,2012.0,0.09
Wonder World Amusement Park,2009.0,0.09
Return Fire,1996.0,0.09
Atari Classics Evolved,2007.0,0.09
Pillow Pets,2011.0,0.09
Kawasaki Quad Bikes,2007.0,0.09
Shrek SuperSlam,2005.0,0.09
Rapid Reload,1995.0,0.09
New Legends,2002.0,0.09
Island Xtreme Stunts,2002.0,0.09
Agassi Tennis Generation,2003.0,0.09
Metal Slug X,2001.0,0.09
Space Invaders Extreme,2008.0,0.09
Running Wild,1997.0,0.09
Romance of the Three Kingdoms X,2005.0,0.09
MX SuperFly featuring Ricky Carmichael,2002.0,0.09
Sound Novel Machi,1998.0,0.09
I Love Puppies,2010.0,0.09
Pokemon Rumble World,2015.0,0.09
Beaterator,2009.0,0.09
Skies of Arcadia,2000.0,0.09
Road Trip,2002.0,0.09
Blood of Bahamut,2009.0,0.09
Damnation,2009.0,0.09
DaGeDar,2011.0,0.09
Supremacy MMA,2012.0,0.09
Justice League Heroes,2006.0,0.09
Project Eden,2001.0,0.09
Disney Art Academy,2016.0,0.09
Pipe Mania,2008.0,0.09
Space Chimps,2008.0,0.09
Sega Casino,2005.0,0.09
Ghosthunter,2003.0,0.09
Junior Mystery Quest,2011.0,0.09
Family GameShow,2009.0,0.09
Great Party Games,2010.0,0.09
Spectral Force Genesis,2008.0,0.09
Last Rebellion,2010.0,0.09
Quantum Theory,2010.0,0.09
Reading Training,2007.0,0.09
Saikyou Habu Shogi,1996.0,0.09
Castlevania Dracula X,1995.0,0.09
Winter Stars,2011.0,0.09
Porsche Challenge,1997.0,0.09
Super Robot Taisen MX Portable,2005.0,0.09
Mimana Iyar Chronicle,2009.0,0.09
Supreme Commander,2008.0,0.09
Roary the Racing Car,2009.0,0.09
Ski and Shoot,2008.0,0.09
Mugen Keitai Disgaea,2007.0,0.09
Scrabble,2009.0,0.09
Tornado Outbreak,2009.0,0.09
Mystic Heroes,2002.0,0.09
Defender,2002.0,0.09
MLB Superstars,2008.0,0.09
Clockwork Knight,1994.0,0.09
Freestyle Metal X,2003.0,0.09
Sidewinder Max,2000.0,0.09
Zoids Assault,2007.0,0.09
Karaoke Revolution Presents American Idol Encore,2008.0,0.09
Wacky World of Sports,2009.0,0.09
Transworld Snowboarding,2002.0,0.09
Sniper Elite,2005.0,0.09
Data East Arcade Classics,2010.0,0.09
Crimson Sea,2002.0,0.09
The Weakest Link,2001.0,0.09
Lethal Enforcers,1993.0,0.09
Knights in the Nightmare,2008.0,0.09
Romance of the Three Kingdoms XII,2012.0,0.09
Ikaruga,2003.0,0.09
The Ant Bully,2006.0,0.09
Age of Mythology,2002.0,0.09
MLB SlugFest Loaded,2004.0,0.09
Sotsugyou Crossworld,1996.0,0.09
Bionicle,2003.0,0.09
Battle Fantasia,2008.0,0.09
Team Elimination Games,2009.0,0.09
Bella Sara,2008.0,0.09
Karaoke Revolution,2004.0,0.09
Escape Dead Island,2014.0,0.09
Fire Pro Wrestling Returns,2005.0,0.09
Brain Voyage,2008.0,0.09
Derby Stallion,1999.0,0.09
Puss in Boots,2011.0,0.09
Rollcage Stage II,2000.0,0.09
Karaoke Joysound Wii DX,2009.0,0.09
Invasion From Beyond,1998.0,0.09
Knights in the Nightmare,2010.0,0.09
Mahjong Master,1996.0,0.09
Royal Palace of White Sword and The City of Gentiles,2005.0,0.09
Top Gear Rally,2003.0,0.09
Busy Scissors,2010.0,0.09
Knights Contract,2011.0,0.09
Gray Matter,2011.0,0.09
XIII,2003.0,0.09
Theme Hospital,1998.0,0.09
Cloudy With a Chance of Meatballs,2009.0,0.09
Codename Tenka,1997.0,0.09
Savage Skies,2002.0,0.09
Sega Bass Fishing,1999.0,0.09
Just Dance Wii U,2014.0,0.09
Cyberia,1995.0,0.09
Million God,2002.0,0.09
Lost Heroes,2012.0,0.09
Astro Boy,2004.0,0.09
Monster House,2006.0,0.09
MetropolisMania,2001.0,0.09
Shadow of Destiny,2009.0,0.09
Guilty Gear XX Accent Core Plus,2008.0,0.08
Ephemeral Fantasia,2000.0,0.08
Chameleon,2006.0,0.08
Aibou DS,2009.0,0.08
Ultimate Card Games DS,2008.0,0.08
Natural Doctrine,2014.0,0.08
Lara Croft and the Temple of Osiris,2014.0,0.08
Koudelka,1999.0,0.08
Disgaea Infinite,2010.0,0.08
Don King Boxing,2009.0,0.08
Escape Dead Island,2014.0,0.08
Martian Panic,2010.0,0.08
Wreckin Crew,1998.0,0.08
Theme Park,1994.0,0.08
Frantix,2005.0,0.08
Sega GT Online,2003.0,0.08
The Spiderwick Chronicles,2008.0,0.08
ZhuZhu Babies,2011.0,0.08
Prisoner of War,2002.0,0.08
From Russia With Love,2006.0,0.08
Onimusha Tactics,2003.0,0.08
Bomberman Jetters,2002.0,0.08
Sports Collection,2010.0,0.08
Ultimate Brain Games,2003.0,0.08
RTX Red Rock,2003.0,0.08
Nano Assault,2011.0,0.08
X Rebirth,2013.0,0.08
Shining Soul II,2003.0,0.08
Metal Slug Advance,2004.0,0.08
Gradius Galaxies,2001.0,0.08
Mortal Kombat Kollection,2008.0,0.08
LEGO Soccer Mania,2002.0,0.08
Puchi Puchi Virus,2007.0,0.08
Ride,2015.0,0.08
Godzilla Generations,1998.0,0.08
Board Game Classics,2005.0,0.08
Supremacy MMA,2011.0,0.08
Game of Thrones,2012.0,0.08
Super Monkey Ball Adventure,2006.0,0.08
Exit,2005.0,0.08
God Eater Resurrection,2015.0,0.08
Robotron X,1996.0,0.08
Sushi Academy,2009.0,0.08
Grand Prix Challenge,2002.0,0.08
Smart Bomb,2005.0,0.08
Kaijuu Busters Powered,2011.0,0.08
Ninjabread Man,2007.0,0.08
Crush,2007.0,0.08
I Am In The Movie,2012.0,0.08
Cloudy With a Chance of Meatballs,2009.0,0.08
Slayers Royal,1998.0,0.08
Swingerz Golf,2002.0,0.08
Tornado Outbreak,2009.0,0.08
DanceDanceRevolution,2011.0,0.08
Outlaw Golf,2002.0,0.08
Far Cry Vengeance,2006.0,0.08
Samurai Shodown Sen,2009.0,0.08
The Italian Job,2003.0,0.08
Final Fantasy VI,1999.0,0.08
Princess in Love,2009.0,0.08
Big Mutha Truckers,2003.0,0.08
Qubed,2009.0,0.08
TrackMania DS,2008.0,0.08
Prey the Stars,2008.0,0.08
Knights Contract,2011.0,0.08
The Space Bar,1996.0,0.08
Puzzle Chronicles,2010.0,0.08
Wetrix,1998.0,0.08
The Witch and the Hundred Knight,2015.0,0.08
Samurai Western,2004.0,0.08
Ultimate Shooting Collection,2008.0,0.08
Kenshuui Tendo Dokuta,2004.0,0.08
Soul Bubbles,2008.0,0.08
Gradius III and IV,2000.0,0.08
Incredible Crisis,1999.0,0.08
Samurai Shodown III,1995.0,0.08
Silent Hunter III,2005.0,0.08
Lost Dimension,2014.0,0.08
Hidden Invasion,2001.0,0.08
My Friends,2009.0,0.08
The First Templar,2011.0,0.08
Wordfish,2008.0,0.08
Battlestar Galactica,2003.0,0.08
Fireblade,2002.0,0.08
BioShock The Collection,2016.0,0.08
Johnny Test,2011.0,0.08
Boxing Fever,2001.0,0.08
RoadKill,2003.0,0.08
Taz Wanted,2002.0,0.08
The Voice,2014.0,0.08
Skydiving Extreme,2001.0,0.08
Evolution Worlds,2002.0,0.08
Drama Queens,2009.0,0.08
My First Songs,2010.0,0.08
Ultimate Party Challenge,2009.0,0.08
Sub Rebellion,2002.0,0.08
Pocket Dogs,2004.0,0.08
Real Robots Final Attack,1998.0,0.08
Alien Syndrome,2007.0,0.08
Monster Trucks DS,2005.0,0.08
FabStyle,2011.0,0.08
Outlaw Tennis,2005.0,0.08
Grease Dance,2011.0,0.08
The Golf Club,2014.0,0.08
Mission Runway,2008.0,0.08
Rayman Origins,2012.0,0.08
LEGO Soccer Mania,2002.0,0.08
Dawn of Heroes,2010.0,0.08
Gadget Racers,2000.0,0.08
Nanashi no Game,2008.0,0.08
Cosmic Family,2007.0,0.08
Auto Destruct,1998.0,0.08
Terraria,2016.0,0.08
MLB Front Office Manager,2009.0,0.08
Deep Fear,1998.0,0.08
Skeleton Warriors,1996.0,0.08
Endgame,2002.0,0.08
Ultimate Duck Hunting,2009.0,0.08
Virus,1997.0,0.08
Jikkyou Powerful Pro Yakyuu Next,2009.0,0.08
WWE Crush Hour,2003.0,0.08
Aliens in the Attic,2009.0,0.08
Dragon Shadow Spell,2007.0,0.08
Sound Novel Tsukuru,1996.0,0.08
Guilty Gear XX Slash,2006.0,0.08
Salon Superstar,2009.0,0.08
Urban Reign,2005.0,0.08
Super Robot Taisen Z Special Disc,2009.0,0.08
Frogger Beyond,2002.0,0.08
Captain Tsubasa,2006.0,0.08
Majin Tensei,1994.0,0.08
Monkey Hero,1998.0,0.08
Tokyo Beat Down,2008.0,0.08
Krazy Ivan,1995.0,0.08
Quo Vadis,1995.0,0.08
World Party Games,2009.0,0.08
Open Season,2006.0,0.08
Storybook Workshop,2009.0,0.08
Titanic Mystery,2010.0,0.08
Minna no Joushiki Ryoku TV,2008.0,0.08
WipEout HD Fury,2009.0,0.08
Genkai Totsuki Moero Chronicle,2014.0,0.08
Far Cry Instincts Evolution,2006.0,0.08
Baroque,2008.0,0.08
Super Football,1987.0,0.08
Learn Geography,2009.0,0.08
Shovel Knight,2015.0,0.08
Driven,2002.0,0.08
My Fun Facts Coach,2008.0,0.08
Superman Returns,2006.0,0.08
Yoru no Nai Kuni,2015.0,0.08
Backyard NBA Basketball,2007.0,0.07
Gale Racer,1994.0,0.07
In The Groove,2005.0,0.07
Myst,1995.0,0.07
Beat City,2010.0,0.07
Mega Man Legacy Collection,2016.0,0.07
Torchlight,2009.0,0.07
Super Baseball,1987.0,0.07
Hakuouki DS,2010.0,0.07
Futurama,2003.0,0.07
Again,2009.0,0.07
Zumba Fitness Core,2012.0,0.07
Yoru no Nai Kuni,2015.0,0.07
Boxing,2000.0,0.07
NHL Open Ice,1996.0,0.07
Gundam Battle Tactics,2005.0,0.07
Sky Gunner,2001.0,0.07
Gladius,2003.0,0.07
Jewel Time Deluxe,2011.0,0.07
Picture Perfect Hair Salon,2009.0,0.07
PhotoKano,2013.0,0.07
Record of Agarest War,2007.0,0.07
Winx Club,2005.0,0.07
Classic Road,1995.0,0.07
Hero Bank,2014.0,0.07
Mega Man Xtreme,2000.0,0.07
Resident Evil Zero,2016.0,0.07
Speed Zone,2009.0,0.07
Still Life,2005.0,0.07
Hang On GP,1995.0,0.07
Goodbye Deponia,2013.0,0.07
Uprising X,1998.0,0.07
Sigma Harmonics,2008.0,0.07
Kessen III,2004.0,0.07
Summon Night,2008.0,0.07
Wrath Unleashed,2004.0,0.07
Roll Away,1998.0,0.07
Maximum Chase,2002.0,0.07
Mugen Souls Z,2013.0,0.07
Spot Goes to Hollywood,1996.0,0.07
G Darius,1997.0,0.07
The Wolf Among Us,2014.0,0.07
Alvin and the Chipmunks,2007.0,0.07
Backyard Hockey,2007.0,0.07
Romance of the Three Kingdoms XI,2007.0,0.07
Digimon World Championship,2008.0,0.07
Blood Drive,2010.0,0.07
Squishy Tank,2010.0,0.07
Goosebumps HorrorLand,2008.0,0.07
Viewpoint,1995.0,0.07
Dark Souls,2012.0,0.07
Stacked with Daniel Negreanu,2006.0,0.07
Kenyuu Densetsu Yaiba,1994.0,0.07
Elements of Destruction,2007.0,0.07
Speed,2010.0,0.07
Eiken DS,2007.0,0.07
Robocalypse,2008.0,0.07
Grand Kingdom,2015.0,0.07
J Legend Retsuden,2013.0,0.07
The Testament of Sherlock Holmes,2012.0,0.07
Monster Racers,2009.0,0.07
DS Uranai Seikatsu,2009.0,0.07
Moxie Girlz,2011.0,0.07
Dave Mirra BMX Challenge,2006.0,0.07
Alexi Lalas International Soccer,1998.0,0.07
Karaoke Revolution Party,2005.0,0.07
Haunting Ground,2005.0,0.07
Vampire Knight DS,2009.0,0.07
Disney Sports Skateboarding,2002.0,0.07
Homie Rollerz,2008.0,0.07
Operation Darkness,2007.0,0.07
The Wolf Among Us,2014.0,0.07
Fantasy Aquarium by DS,2008.0,0.07
Damnation,2009.0,0.07
Romance of the Three Kingdoms IX,2003.0,0.07
Second Sight,2004.0,0.07
Metal Gear Solid,2000.0,0.07
Showtime Championship Boxing,2007.0,0.07
Open Season,2006.0,0.07
Dave Mirra BMX Challenge,2007.0,0.07
Machine Head,1996.0,0.07
Vanguard Bandits,1998.0,0.07
Lost Heroes,2012.0,0.07
Bionicle Heroes,2006.0,0.07
Inversion,2012.0,0.07
Blast Radius,1998.0,0.07
Zumba Fitness Core,2012.0,0.07
ESPN National Hockey Night,2001.0,0.07
Rec Room Games,2011.0,0.07
Theme Park,2007.0,0.07
Yamaha Supercross,2009.0,0.07
Taz Wanted,2002.0,0.07
John Madden Football,1991.0,0.07
Aero Gauge,1997.0,0.07
Super Robot Spirits,1998.0,0.07
MLB Front Office Manager,2009.0,0.07
Samurai Warriors,2004.0,0.07
Hearts of Iron III,2009.0,0.07
Ant Nation,2009.0,0.07
Tales of Rebirth,2008.0,0.07
The Guy Game,2004.0,0.07
Battleborn,2016.0,0.07
Anubis II,2007.0,0.07
Heavenly Guardian,2007.0,0.07
Cut the Rope,2014.0,0.07
Pizza Delivery Boy,2010.0,0.07
Alpha and Omega,2010.0,0.07
RayStorm,1997.0,0.07
Circuit Breakers,1998.0,0.07
Catwoman,2004.0,0.07
